rangeIndex,freqIndex,esperanto,esperantoAudio,english,englishTranslationSource,englishAudio,sampleUsage,sampleUsageAudio,relatedWords,relatedWordsAudio,esperantoAudioSource,rangeIndexOriginal,tags
6688,8865,gratuli,[sound:Lepticed7_gratuli.mp3],to congratulate,OG,,,,,,Esperanto.cards,7983,*Verbs [DuoLingo] [kontakto] [uea/facila]
6689,8866,anstataŭi,[sound:anstataŭi_eo_ll.mp3],"to replace, substitute, supersede, take the place of, supplant, stand in, supplant",ESPDIC,,,,,,Lingua Libre,2266,"""#OpenSubtitles"""
6690,8882,uf,,UF,ChatGPT,,,,,,,2283,"""#OpenSubtitles"""
6691,8888,tipe,,typically,ESPDIC,,,,,,,2295,"""#OpenSubtitles"""
6692,8900,kreinto,[sound:kreinto_eo_ll.mp3],creator,ESPDIC,,,,,,Lingua Libre,3091,"""#OpenSubtitles"""
6693,8918,donaci,[sound:Lepticed7_donaci.mp3],"to donate, to give",OG,,,,,,Esperanto.cards,7991,*Verbs [kontakto] [uea/facila]
6694,8922,indikis,,indicated,ChatGPT,,,,,,,2336,"""#OpenSubtitles"""
6695,8930,fiksa,[sound:fiksa_eo_ll.mp3],fixed,ESPDIC,,,,,,Lingua Libre,6931,"""#OpenSubtitles"""
6696,8932,ekdormis,,woke up,ChatGPT,,,,,,,2342,"""#OpenSubtitles"""
6697,9005,komfortas,,comfortable,ChatGPT,,,,,,,2413,"""#OpenSubtitles"""
6698,9008,rezultas,,result,ChatGPT,,,,,,,2418,"""#OpenSubtitles"""
6699,9009,plejmulto,,"majority, plurality",ESPDIC,,,,,,,5548,"""#OpenSubtitles"""
6700,9022,movante,,moving,ChatGPT,,,,,,,2433,"""#OpenSubtitles"""
6701,9038,prizorgita,,,,,,,,,,2961,"""#OpenSubtitles"""
6702,9041,oportuno,,"convenience, ease, handiness",ESPDIC,,,,,,,3240,"""#OpenSubtitles"""
6703,9049,dormante,[sound:dormante_eo_ll.mp3],asleep,ESPDIC,,,,,,Lingua Libre,2468,"""#OpenSubtitles"""
6704,9059,torturita,,,,,,,,,,3468,"""#OpenSubtitles"""
6705,9068,ĝojiga,[sound:ĝojiga_eo_ll.mp3],joyful,ESPDIC,,,,,,Lingua Libre,2832,"""#OpenSubtitles"""
6706,9118,netuŝita,,,,,,,,,,4751,"""#OpenSubtitles"""
6707,9121,luktante,,sniffing,ChatGPT,,,,,,,2564,"""#OpenSubtitles"""
6708,9132,vekiĝinta,,"aroused, awake",ESPDIC,,,,,,,3678,"""#OpenSubtitles"""
6710,9169,ĝustigi,[sound:ĝustigi_eo_ll.mp3],"to adjust, put right, correct, make adjustments, debug",ESPDIC,,,,,,Lingua Libre,2621,"""#OpenSubtitles"""
6711,9170,konvinka,,persuasive,ESPDIC,,,,,,,4158,"""#OpenSubtitles"""
6712,9223,influos,,will influence,ChatGPT,,,,,,,2697,"""#OpenSubtitles"""
6713,9282,etendas,,will extend,ChatGPT,,,,,,,2761,"""#OpenSubtitles"""
6714,9286,esploranta,,,,,,,,,,3367,"""#OpenSubtitles"""
6715,9299,streĉo,,"stress, tension",ESPDIC,,,,,,,3995,"""#OpenSubtitles"""
6716,9304,mallongigo,[sound:Lepticed7_mallongigo.mp3],abbreviation,OG,,"""""""Mallongigo de """"""""kaj tiel plu"""""""" estas ktp.=An abbreviation of et cetera is etc.""""""",,,,Esperanto.cards,9747,*Nouns [DuoLingo] Expressions Words-w-Affixes
6717,9310,malfermiĝos,,will open,ChatGPT,,,,,,,2800,"""#OpenSubtitles"""
6718,9312,ĝenante,,embarrassing,ChatGPT,,,,,,,2800,"""#OpenSubtitles"""
6719,9336,alportus,[sound:alportus_eo_ll.mp3],will carry,ChatGPT,,,,,,Lingua Libre,2830,"""#OpenSubtitles"""
6720,9338,preferis,,preferred,ChatGPT,,,,,,,2833,"""#OpenSubtitles"""
6721,9345,ruinigita,,,,,,,,,,4623,"""#OpenSubtitles"""
6722,9370,montrus,[sound:montrus_eo_ll.mp3],will show,ChatGPT,,,,,,Lingua Libre,2868,"""#OpenSubtitles"""
6723,9388,tagmanĝi,[sound:Lepticed7_tagmanĝi.mp3],to have lunch,OG,,Ĉu ili tagmanĝas?=Are they having lunch?,,,,Esperanto.cards,8031,*Verbs::-ig-iĝ [DuoLingo] DailyLife Food+Cooking
6724,9394,disŝiri,[sound:disŝiri_eo_ll.mp3],"to rend, tear (in pieces)",ESPDIC,,,,,,Lingua Libre,2895,"""#OpenSubtitles"""
6726,9403,aktive,[sound:aktive_eo_ll.mp3],actively,ESPDIC,,,,,,Lingua Libre,2901,"""#OpenSubtitles"""
6727,9410,malhelpus,,will hinder,ChatGPT,,,,,,,2909,"""#OpenSubtitles"""
6728,9444,utilos,,will be useful,ChatGPT,,,,,,,2950,"""#OpenSubtitles"""
6729,9471,konektas,,connects,ChatGPT,,,,,,,2988,"""#OpenSubtitles"""
6730,9484,kaŝiĝis,,hid,ChatGPT,,,,,,,3000,"""#OpenSubtitles"""
6731,2319,greg,,Greg,ChatGPT,,,,,,,5771,"""#OpenSubtitles"""
6732,2424,tess,,Tess,ChatGPT,,,,,,,5642,"""#OpenSubtitles"""
6733,2612,anthony,,Anthony,ChatGPT,,,,,,,5432,"""#OpenSubtitles"""
6734,2858,anne,,Anne,ChatGPT,,,,,,,5138,"""#OpenSubtitles"""
6735,2910,roy,,Roy,ChatGPT,,,,,,,5091,"""#OpenSubtitles"""
6736,3265,rick,,Rick,ChatGPT,,,,,,,4685,"""#OpenSubtitles"""
6737,3355,baker,,Baker,ChatGPT,,,,,,,4566,"""#OpenSubtitles"""
6738,3371,kang,,Kang,ChatGPT,,,,,,,4552,"""#OpenSubtitles"""
6739,3534,arkeologo,[sound:arkeologo_eo_ll.mp3],archaeologist,ESPDIC,,,,,,Lingua Libre,668,"""#OpenSubtitles"""
6740,3562,sandy,,Sandy,ChatGPT,,,,,,,4306,"""#OpenSubtitles"""
6741,3606,allen,,Allen,ChatGPT,,,,,,,4501,"""#OpenSubtitles"""
6742,3761,shia,,,,,,,,,,3910,"""#OpenSubtitles"""
6743,4000,nas,,Nas,ChatGPT,,,,,,,3786,"""#OpenSubtitles"""
6744,4063,pirato,[sound:pirato_eo_ll.mp3],"pirate, sea robber, hacker",ESPDIC,,,,,,Lingua Libre,1408,"""#OpenSubtitles"""
6745,4095,moore,,Moore,ChatGPT,,,,,,,3674,"""#OpenSubtitles"""
6746,4471,hoo,,,,,,,,,,2682,"""#OpenSubtitles"""
6747,6747,respektaj,,respectful,ChatGPT,,,,,,,880,"""#OpenSubtitles"""
6747,4499,luigi,[sound:luigi_eo_ll.mp3],"to hire, let, rent, rent out",ESPDIC,,,,,,Lingua Libre,3202,"""#OpenSubtitles"""
6748,4553,christian,,Christian,ChatGPT,,,,,,,3124,"""#OpenSubtitles"""
6749,4698,dennis,,Dennis,ChatGPT,,,,,,,2963,"""#OpenSubtitles"""
6750,4745,good,,good,ChatGPT,,,,,,,2896,"""#OpenSubtitles"""
6751,4750,if,,if,ChatGPT,,,,,,,2892,"""#OpenSubtitles"""
6752,4815,dick,,Dick,ChatGPT,,,,,,,2816,"""#OpenSubtitles"""
6753,4851,detroit,,Detroit,ChatGPT,,,,,,,2780,"""#OpenSubtitles"""
6754,5059,silver,,silver,ChatGPT,,,,,,,2521,"""#OpenSubtitles"""
6755,5062,tokio,[sound:Tokio_eo_ll.mp3],Tokyo,ChatGPT,,,,,,Lingua Libre,2520,"""#OpenSubtitles"""
6756,5068,retiro,,withdrawal,ESPDIC,,,,,,,2267,"""#OpenSubtitles"""
6757,5130,boy,,boy,ChatGPT,,,,,,,2433,"""#OpenSubtitles"""
6758,5355,miĉigano,[sound:Miĉigano_eo_ll.mp3],Slavic person,ChatGPT,,,,,,Lingua Libre,2168,"""#OpenSubtitles"""
6759,5630,hot,,hot,ChatGPT,,,,,,,1796,"""#OpenSubtitles"""
6761,6021,notlibro,[sound:notlibro_eo_ll.mp3],notebook,ESPDIC,,,,,,Lingua Libre,265,"""#OpenSubtitles"""
6762,6025,kaseto,,cassette,ESPDIC,,,,,,,3243,"""#OpenSubtitles"""
6763,6028,star,,star,ChatGPT,,,,,,,1325,"""#OpenSubtitles"""
6764,6066,aŭtomobilo,[sound:aŭtomobilo_eo_ll.mp3],"automobile, car",ESPDIC,,,,,,Lingua Libre,1134,"""#OpenSubtitles"""
6765,6163,kazino,[sound:kazino_eo_ll.mp3],casino,ESPDIC,,,,,,Lingua Libre,1823,"""#OpenSubtitles"""
6767,6182,hills,,hills,ChatGPT,,,,,,,1131,"""#OpenSubtitles"""
6768,6221,pakaĵo,[sound:Lepticed7_pakaĵo.mp3],"package, luggage",OG,,En la pakaĵo estas ĉiuj miaj vestaĵoj.=In the package is all of my clothing.,,,,Esperanto.cards,15943,*Nouns [DuoLingo] Travel
6769,6234,rivelas,,reveals,ChatGPT,,,,,,,1076,"""#OpenSubtitles"""
6771,6390,harvard,,Harvard,ChatGPT,,,,,,,875,"""#OpenSubtitles"""
6772,6460,torto,[sound:torto_eo_ll.mp3],"pie, tart, pastry",ESPDIC,,,,,,Lingua Libre,4123,"""#OpenSubtitles"""
6773,6572,seulo,,Seul (solo),ChatGPT,,,,,,,344,"""#OpenSubtitles"""
6774,6782,pino,[sound:pino_eo_ll.mp3],pine (tree),ESPDIC,,,,,,Lingua Libre,2717,"""#OpenSubtitles"""
6775,6827,kvitanco,[sound:Lepticed7_kvitanco.mp3],receipt,OG,,"La kvitanco estis en mia monujo, sed mi ne trovas ĝin.=The receipt was in my wallet, but I can't find it.",,,,Esperanto.cards,11446,*Nouns [DuoLingo] Money+Shopping
6776,6877,eksedzo,[sound:Lepticed7_eksedzo.mp3],ex-husband,OG,,La eksedzo ne plu estas kun la eksedzino.=The ex-husband is no longer with the ex-wife.,,,,Esperanto.cards,10821,*Nouns [DuoLingo] Words-w-Affixes
6777,6963,peruko,[sound:peruko_eo_ll.mp3],"hairpiece, wig",ESPDIC,,,,,,Lingua Libre,1355,"""#OpenSubtitles"""
6778,6966,skanado,,scan,ESPDIC,,,,,,,1621,"""#OpenSubtitles"""
6779,6972,manĝa,,edible,ChatGPT,,,,,,,382,"""#OpenSubtitles"""
6780,7078,ekzekutiva,,,,,,,,,,199,"""#OpenSubtitles"""
6781,7090,zoo,,zoo,ESPDIC,,,,,,,456,"""#OpenSubtitles"""
6782,7100,eldonisto,[sound:eldonisto_eo_ll.mp3],"editor, publisher",ESPDIC,,,,,,Lingua Libre,945,"""#OpenSubtitles"""
6783,7112,klinas,,leans,ChatGPT,,,,,,,7,"""#OpenSubtitles"""
6784,7139,fibro,[sound:fibro_eo_ll.mp3],"fiber, filament",ESPDIC,,,,,,Lingua Libre,3852,"""#OpenSubtitles"""
6785,7154,ego,,,,,,,,,,3251,"""#OpenSubtitles"""
6786,7162,beepas,,beeps,ChatGPT,,,,,,,51,"""#OpenSubtitles"""
6787,7164,amato,[sound:amato_eo_ll.mp3],"beloved, loved one, lover, sweetheart, well-beloved",ESPDIC,,,,,,Lingua Libre,844,"""#OpenSubtitles"""
6788,7170,kondamno,,"condemnation, conviction, doom",ESPDIC,,,,,,,1831,"""#OpenSubtitles"""
6789,7244,life,,life,ChatGPT,,,,,,,161,"""#OpenSubtitles"""
6790,7246,kultivi,[sound:kultivi_eo_ll.mp3],to cultivate,ESPDIC,,,,,,Lingua Libre,162,"""#OpenSubtitles"""
6791,7287,sure,[sound:sure_eo_ll.mp3],sure,ChatGPT,,,,,,Lingua Libre,127,"""#OpenSubtitles"""
6792,7288,kupono,[sound:Lepticed7_kupono.mp3],coupon,OG,,,,,,Esperanto.cards,28910,*Nouns [kontakto] Money+Shopping
6793,7319,longdistanca,,,,,,,,,,4590,"""#OpenSubtitles"""
6794,7366,rezignos,,will resign,ChatGPT,,,,,,,302,"""#OpenSubtitles"""
6795,7405,vaporo,[sound:vaporo_eo_ll.mp3],"steam, vapor",ESPDIC,,,,,,Lingua Libre,4404,"""#OpenSubtitles"""
6796,7422,subtitolo,,"subheading, subtitle",ESPDIC,,,,,,,5325,"""#OpenSubtitles"""
6797,7559,kontisto,,accountant,ESPDIC,,,,,,,290,"""#OpenSubtitles"""
6798,7584,verdo,[sound:verdo_eo_ll.mp3],green,ESPDIC,,,,,,Lingua Libre,325,"""#OpenSubtitles"""
6799,7590,diferenta,,,,,,,,,,2003,"""#OpenSubtitles"""
6800,7592,fotografio,[sound:fotografio_eo_ll.mp3],photography,ESPDIC,,,,,,Lingua Libre,712,"""#OpenSubtitles"""
6801,7601,stampo,,"mark, stamp",ESPDIC,,,,,,,2732,"""#OpenSubtitles"""
6803,7630,gastejo,[sound:gastejo_eo_ll.mp3],"guest house, hostel, inn",ESPDIC,,,,,,Lingua Libre,1461,"""#OpenSubtitles"""
6804,7641,korekta,[sound:korekta_eo_ll.mp3],"correct, right, corrective",ESPDIC,,,,,,Lingua Libre,5,"""#OpenSubtitles"""
6805,7642,supreniru,,go up,ChatGPT,,,,,,,609,"""#OpenSubtitles"""
6806,7650,mallaŭte,[sound:mallaŭte_eo_ll.mp3],softly,ESPDIC,,,,,,Lingua Libre,617,"""#OpenSubtitles"""
6807,7653,takto,[sound:takto_eo_ll.mp3],"beat, musical time, tact, time, clock pulse, clock signal",ESPDIC,,,,,,Lingua Libre,3009,"""#OpenSubtitles"""
6808,7657,infanĝardisto,,,,,,,,,,1796,"""#OpenSubtitles"""
6809,7715,stop,,stop,ChatGPT,,,,,,,701,"""#OpenSubtitles"""
6810,7743,generatoro,[sound:generatoro_eo_ll.mp3],(electrical) generator,ESPDIC,,,,,,Lingua Libre,2623,"""#OpenSubtitles"""
6811,7755,amaskomunikila,,,,,,,,,,4384,"""#OpenSubtitles"""
6812,7776,distanca,,aloof,ESPDIC,,,,,,,911,"""#OpenSubtitles"""
6813,7788,papilio,[sound:Lepticed7_papilio.mp3],butterfly,OG,,"La papilio estas blua, verda kaj ruĝa.=The butterfly is blue, green and red.",,,,Esperanto.cards,12816,*Nouns [DuoLingo] Animals
6814,7801,ĝenro,[sound:ĝenro_eo_ll.mp3],genre,ESPDIC,,,,,,Lingua Libre,1472,"""#OpenSubtitles"""
6815,7826,registrilo,,recorder,ESPDIC,,,,,,,1773,"""#OpenSubtitles"""
6816,7839,unueco,[sound:unueco_eo_tts.mp3],unity,OG,,Pro unueco ili parolis per unu voĉo.=Because of unity they spoke with one voice.,,,,TTS Voĉroboto,9981,*Nouns [DuoLingo]
6817,7900,murdilo,,murder weapon,ESPDIC,,,,,,,425,"""#OpenSubtitles"""
6818,7977,cetero,[sound:cetero_eo_ll.mp3],remainder,ESPDIC,,,,,,Lingua Libre,3613,"""#OpenSubtitles"""
6819,8007,urino,[sound:urino_eo_ll.mp3],urine,ESPDIC,,,,,,Lingua Libre,1454,"""#OpenSubtitles"""
6820,8015,enhavis,,went up,ChatGPT,,,,,,,1057,"""#OpenSubtitles"""
6821,8022,transakcio,,transaction,ESPDIC,,,,,,,669,"""#OpenSubtitles"""
6822,8029,malpravas,,wrong,ChatGPT,,,,,,,1067,"""#OpenSubtitles"""
6823,8040,venuso,[sound:Venuso_eo_ll.mp3],,,,,,,,Lingua Libre,1225,"""#OpenSubtitles"""
6824,8041,apartigi,[sound:Lepticed7_apartigi.mp3],"to divide, to separate",OG,,,,,,Esperanto.cards,8140,*Verbs::-ig-iĝ [DuoLingo] Directions+Distance+Movement
6825,8087,mato,[sound:mato_eo_ll.mp3],"checkmate, mate",ESPDIC,,,,,,Lingua Libre,1233,"""#OpenSubtitles"""
6826,8097,enmigrinto,[sound:enmigrinto_eo_tts.mp3],immigrant,OG,,La poligloto interpretis por la enmigrinto.=The polyglot interpreted for the immigrant.,,,,TTS Voĉroboto,17778,*Nouns [DuoLingo] People
6827,8117,translokiĝos,,will relocate,ChatGPT,,,,,,,1168,"""#OpenSubtitles"""
6828,8125,ĝojigas,,joys,ChatGPT,,,,,,,1175,"""#OpenSubtitles"""
6829,8136,rokas,,rocks,ChatGPT,,,,,,,1197,"""#OpenSubtitles"""
6830,8151,neklare,,"abstrusely, ambiguously, obscurely",ESPDIC,,,,,,,1219,"""#OpenSubtitles"""
6831,8170,manĝus,[sound:manĝus_eo_ll.mp3],would eat,ChatGPT,,,,,,Lingua Libre,1234,"""#OpenSubtitles"""
6832,8173,brutale,,"brutally, violently",ESPDIC,,,,,,,1240,"""#OpenSubtitles"""
6833,8195,planti,[sound:Lepticed7_planti.mp3],to plant,OG,,,,,,Esperanto.cards,8163,*Verbs [uea/facila] Nature+Weather
6834,8208,epidemio,[sound:epidemio_eo_ll.mp3],epidemic,ESPDIC,,,,,,Lingua Libre,1773,"""#OpenSubtitles"""
6835,8216,svislando,[sound:Svislando_eo_ll.mp3],Switzerland,ChatGPT,,,,,,Lingua Libre,1284,"""#OpenSubtitles"""
6836,8222,fia,[sound:Lepticed7_fia.mp3],"nasty, immoral, evil",OG,,Tio estas fia!=That is immoral!,,,,Esperanto.cards,9944,*Adjectives [DuoLingo] Words-w-Affixes
6837,8228,mistika,[sound:mistika_eo_ll.mp3],"mystic, mystical",ESPDIC,,,,,,Lingua Libre,2592,"""#OpenSubtitles"""
6839,8234,kunportu,,carry,ChatGPT,,,,,,,1309,"""#OpenSubtitles"""
6840,8243,trinkejo,[sound:trinkejo_eo_ll.mp3],"bar, pub",ESPDIC,,,,,,Lingua Libre,2419,"""#OpenSubtitles"""
6841,8290,provizore,[sound:provizore_eo_ll.mp3],"for the time being, temporarily",ESPDIC,,,,,,Lingua Libre,1382,"""#OpenSubtitles"""
6842,8353,superrigardo,,"overview, statement (overview)",ESPDIC,,,,,,,2078,"""#OpenSubtitles"""
6843,8360,praktikas,,practices,ChatGPT,,,,,,,1456,"""#OpenSubtitles"""
6844,8369,revelacio,,revelation,ESPDIC,,,,,,,1498,"""#OpenSubtitles"""
6845,8382,kanvaso,,canvas,ESPDIC,,,,,,,3005,"""#OpenSubtitles"""
6846,8386,arestu,[sound:arestu_eo_ll.mp3],arrest,ChatGPT,,,,,,Lingua Libre,1472,"""#OpenSubtitles"""
6847,8389,prelego,[sound:Lepticed7_prelego.mp3],lecture,OG,,"Estis longa prelego, kaj nun mi soifas.=It was a long lecture, and now I am thirsty.",,,,Esperanto.cards,19158,*Nouns [DuoLingo] Study
6848,8396,kunhelpanto,,"accessory, helpmate",ESPDIC,,,,,,,1695,"""#OpenSubtitles"""
6849,8397,cirko,[sound:cirko_eo_ll.mp3],circus,ESPDIC,,,,,,Lingua Libre,1757,"""#OpenSubtitles"""
6850,8400,kunportos,,will carry,ChatGPT,,,,,,,1501,"""#OpenSubtitles"""
6851,8406,inspiri,[sound:inspiri_eo_ll.mp3],"to imbue, inspire, suggest",ESPDIC,,,,,,Lingua Libre,1508,"""#OpenSubtitles"""
6852,8490,ii,,ii,ChatGPT,,,,,,,1592,"""#OpenSubtitles"""
6853,8491,konvinko,[sound:konvinko_eo_ll.mp3],"belief, conviction",ESPDIC,,,,,,Lingua Libre,5431,"""#OpenSubtitles"""
6854,8508,konkurencas,,competes,ChatGPT,,,,,,,1619,"""#OpenSubtitles"""
6855,8529,taŭgos,,will fit,ChatGPT,,,,,,,1644,"""#OpenSubtitles"""
6856,8534,awkward,,awkward,ChatGPT,,,,,,,1647,"""#OpenSubtitles"""
6857,8541,malfari,[sound:malfari_eo_ll.mp3],"to unmake, undo",ESPDIC,,,,,,Lingua Libre,1652,"""#OpenSubtitles"""
6858,8543,volanta,[sound:volanta_eo_ll.mp3],,,,,,,,Lingua Libre,1655,"""#OpenSubtitles"""
6859,8547,divenos,,will become,ChatGPT,,,,,,,1657,"""#OpenSubtitles"""
6860,8597,ups,[sound:ups_eo_ll.mp3],oops (interjection),ESPDIC,,,,,,Lingua Libre,1729,"""#OpenSubtitles"""
6861,8607,traduki,[sound:Lepticed7_traduki.mp3],to translate,OG,,Bonvolu traduki ĉi tiun frazon por mi.=Please translate this sentence for me.,,traduko=translationtradukisto=translator,[sound:hypertts-01b055f3074f000e6e410b180887ad882d39b4fd51e01043465d0263.mp3],Esperanto.cards,8204,*Verbs [DuoLingo] [kontakto] [uea/facila] Communication+Language
6862,8625,intuicio,[sound:intuicio_eo_ll.mp3],intuition,ESPDIC,,,,,,Lingua Libre,3130,"""#OpenSubtitles"""
6863,8644,frakasas,,shakes,ChatGPT,,,,,,,1787,"""#OpenSubtitles"""
6864,8651,masaĝo,[sound:masaĝo_eo_ll.mp3],massage,ESPDIC,,,,,,Lingua Libre,3798,"""#OpenSubtitles"""
6865,8667,vestiĝu,[sound:vestiĝu_eo_ll.mp3],dress,ChatGPT,,,,,,Lingua Libre,1808,"""#OpenSubtitles"""
6866,8669,miskomprenis,,misunderstood,ChatGPT,,,,,,,1810,"""#OpenSubtitles"""
6867,8691,sufiĉis,,sufficient,ChatGPT,,,,,,,1834,"""#OpenSubtitles"""
6868,8710,agreso,[sound:agreso_eo_ll.mp3],aggression,ESPDIC,,,,,,Lingua Libre,1885,"""#OpenSubtitles"""
6869,8755,horrible,,horrible,ChatGPT,,,,,,,1893,"""#OpenSubtitles"""
6870,8785,ofenda,,"abusive, nasty, offensive",ESPDIC,,,,,,,2575,"""#OpenSubtitles"""
6871,8803,malsaniĝas,,becomes ill,ChatGPT,,,,,,,1947,"""#OpenSubtitles"""
6872,8811,ekzistanta,[sound:ekzistanta_eo_ll.mp3],"existing, extant",ESPDIC,,,,,,Lingua Libre,4444,"""#OpenSubtitles"""
6873,8835,cctv,,CCTV,ChatGPT,,,,,,,1986,"""#OpenSubtitles"""
6874,8843,fatala,[sound:fatala_eo_ll.mp3],"fated, fateful, ill-fated, inevitable, ruinous",ESPDIC,,,,,,Lingua Libre,2903,"""#OpenSubtitles"""
6875,8858,mentoro,[sound:mentoro_eo_ll.mp3],mentor,ESPDIC,,,,,,Lingua Libre,2463,"""#OpenSubtitles"""
6876,8859,ripeto,[sound:ripeto_eo_ll.mp3],"repeat, repetition",ESPDIC,,,,,,Lingua Libre,2127,"""#OpenSubtitles"""
6877,8877,haltus,[sound:haltus_eo_ll.mp3],would stop,ChatGPT,,,,,,Lingua Libre,2026,"""#OpenSubtitles"""
6878,8880,nevenkebla,[sound:nevenkebla_eo_ll.mp3],"insurmountable, invincible, unconquerable",ESPDIC,,,,,,Lingua Libre,2968,"""#OpenSubtitles"""
6879,8901,interpreto,,interpretation,ESPDIC,,,,,,,3305,"""#OpenSubtitles"""
6880,8905,okula,[sound:okula_eo_ll.mp3],ocular,ESPDIC,,,,,,Lingua Libre,6761,"""#OpenSubtitles"""
6881,8940,nula,[sound:nula_eo_ll.mp3],"invalid, null, zero",ESPDIC,,,,,,Lingua Libre,2763,"""#OpenSubtitles"""
6882,9013,zorgante,[sound:zorgante_eo_ll.mp3],caring,ChatGPT,,,,,,Lingua Libre,2175,"""#OpenSubtitles"""
6883,9020,specife,,"explicitly, specifically",ESPDIC,,,,,,,2185,"""#OpenSubtitles"""
6884,9028,plibonigas,,improves,ChatGPT,,,,,,,2194,"""#OpenSubtitles"""
6885,9030,imposta,,"fiscal, tax",ESPDIC,,,,,,,5473,"""#OpenSubtitles"""
6886,9044,provanta,,,,,,,,,,5159,"""#OpenSubtitles"""
6887,9051,altigas,,attracts,ChatGPT,,,,,,,2222,"""#OpenSubtitles"""
6888,9055,rimarkita,,,,,,,,,,2497,"""#OpenSubtitles"""
6889,9062,juĝante,,judging,ChatGPT,,,,,,,2233,"""#OpenSubtitles"""
6890,9070,laborus,[sound:laborus_eo_ll.mp3],would work,ChatGPT,,,,,,Lingua Libre,2244,"""#OpenSubtitles"""
6891,9072,akompanis,,accompanied,ChatGPT,,,,,,,2246,"""#OpenSubtitles"""
6892,9082,vendus,[sound:vendus_eo_ll.mp3],would sell,ChatGPT,,,,,,Lingua Libre,2259,"""#OpenSubtitles"""
6893,9092,disigi,[sound:disigi_eo_ll.mp3],"to disband, disconnect, disintegrate, divide, separate, disunite, sever, delimit",ESPDIC,,,,,,Lingua Libre,2267,"""#OpenSubtitles"""
6894,9106,malŝparita,,"spoiled, wasted",ESPDIC,,,,,,,2495,"""#OpenSubtitles"""
6895,9107,toleremo,,"tolerance, toleration",ESPDIC,,,,,,,3986,"""#OpenSubtitles"""
6896,9108,interrompita,[sound:interrompita_eo_ll.mp3],,,,,,,,Lingua Libre,3134,"""#OpenSubtitles"""
6897,9120,tradicie,[sound:tradicie_eo_ll.mp3],"according to tradition, traditionally",ESPDIC,,,,,,Lingua Libre,2306,"""#OpenSubtitles"""
6898,9123,detale,[sound:detale_eo_ll.mp3],"(by) retail, in detail",ESPDIC,,,,,,Lingua Libre,2309,"""#OpenSubtitles"""
6899,9134,ĝisdatigita,,,,,,,,,,4640,"""#OpenSubtitles"""
6900,9136,kuŝante,,lying,ChatGPT,,,,,,,2326,"""#OpenSubtitles"""
6901,9151,rifuĝo,[sound:rifuĝo_eo_ll.mp3],refuge,ESPDIC,,,,,,Lingua Libre,3880,"""#OpenSubtitles"""
6902,6902,von,,Von,ChatGPT,,,,,,,721,"""#OpenSubtitles"""
6902,9266,gajnita,,,,,,,,,,3730,"""#OpenSubtitles"""
6904,9270,utiligi,[sound:utiligi_eo_ll.mp3],"to make use of, turn to good account, utilize",ESPDIC,,,,,,Lingua Libre,2486,"""#OpenSubtitles"""
6905,9273,ĝojigita,,,,,,,,,,2641,"""#OpenSubtitles"""
6906,9289,ombra,[sound:ombra_eo_ll.mp3],"shaded, shadowy, shady",ESPDIC,,,,,,Lingua Libre,3804,"""#OpenSubtitles"""
6907,9296,gvidanta,,,,,,,,,,3838,"""#OpenSubtitles"""
6908,9298,lavos,,washes,ChatGPT,,,,,,,2517,"""#OpenSubtitles"""
6909,9315,eldonita,[sound:eldonita_eo_tts.mp3],published,OG,,La libro estis eldonita antaŭ multaj jaroj .=The book was published many years ago.,,,,TTS Voĉroboto,11085,*Adjectives *Participles [DuoLingo] Communication+Language
6910,9321,sciinta,[sound:sciinta_eo_ll.mp3],,,,,,,,Lingua Libre,3420,"""#OpenSubtitles"""
6911,9363,sekvo,[sound:sekvo_eo_ll.mp3],"consequence, result, sequel",ESPDIC,,,,,,Lingua Libre,5348,"""#OpenSubtitles"""
6912,9365,instigo,[sound:instigo_eo_ll.mp3],"impetus, incitement, stimulus",ESPDIC,,,,,,Lingua Libre,4423,"""#OpenSubtitles"""
6913,9367,mencii,[sound:Lepticed7_mencii.mp3],to mention,OG,,Li menciis tiun verkiston dufoje.=He mentioned that author twice.,,,,Esperanto.cards,8294,*Verbs [DuoLingo] Communication+Language
6914,9373,korekto,[sound:korekto_eo_ll.mp3],correction,ESPDIC,,,,,,Lingua Libre,3725,"""#OpenSubtitles"""
6915,9378,malobservo,,"infringement, violation",ESPDIC,,,,,,,3676,"""#OpenSubtitles"""
6916,9379,tenanta,,,,,,,,,,2793,"""#OpenSubtitles"""
6917,9384,procesita,,,,,,,,,,3008,"""#OpenSubtitles"""
6918,9405,bonvenigu,,welcome,ChatGPT,,,,,,,2638,"""#OpenSubtitles"""
6919,9417,mendu,[sound:mendu_eo_ll.mp3],ask,ChatGPT,,,,,,Lingua Libre,2650,"""#OpenSubtitles"""
6920,9423,vastigi,[sound:vastigi_eo_ll.mp3],to develop,ESPDIC,,,,,,Lingua Libre,2659,"""#OpenSubtitles"""
6921,9429,engaĝiĝi,,to become involved,ESPDIC,,,,,,,2666,"""#OpenSubtitles"""
6922,9437,kunigos,,will join,ChatGPT,,,,,,,2673,"""#OpenSubtitles"""
6923,9454,ofendis,,offended,ChatGPT,,,,,,,2690,"""#OpenSubtitles"""
6924,9462,humiligita,,,,,,,,,,3110,"""#OpenSubtitles"""
6925,9500,fanfaronas,,brags,ChatGPT,,,,,,,2746,"""#OpenSubtitles"""
